"","district","DistrictName","year","district_year","bodilyHarm","robberyFromOrOutOfCars","robberyOfCars","dangerousBodilyHarm","violentCrime","murderAndManslaughter","robberyIncludingExtortionAndAttackOfCarDrivers","vandalism","vandalismGraffiti","streetCrime","burglaryDaylight","burglary","HusbandAndWifeTotal","PropwHochschulreife","PropwoHauptschulabschluss","UnemployedTotal","UnemployedTotal15to25","UnemployedPercentage","TotalArea","TotalPopulation","MalePopulation","FemalePopulation","DensityPerSQRTkm","Pop0to17","Pop18to24","Pop25to44","Pop45to64","PopOver65","InfluxTotal","OutflowTotal","BelieversProtestant","BelieversTotal","BelieversRomanCatholic","BelieversOthersNoNoResponse","EntitledVoteTotal","TurnoutPercentage","VoteConservativesTotal","VoteSocialDemocratsTotal","VoteGreensTotal","VoteLiberalsTotal","VoteLeftTotal","VoteOthersTotal","FoundationsDensity100k","FoundationsTotal","MarriageRate","MaleRate","YouthRate","BelieversRate","FlowRate","MurderRate","CrimeViolent","ViolentCrimeRate","CrimeNonViolent","NonViolentCrimeRate","CrimeTotal","CrimeRate"
"57",3457,"Leer",2013,"3457y2013",635,434,39,193,263,3,52,933,50,2178,72,242,946,18.6,7.5,5385,658,7.2,1086.02,164792,81696,83096,152,18.2,8,23.7,29.9,20.2,10766,9680,109858,163832,17542,36432,128455,71.2,34963,34913,6298,3115,4418,6714,15.2,25,574.056993057915,49.5752220981601,4.85460459245594,99417.4474489053,12407.1556871693,1.82047672217098,196,118.937812515171,4000,2427.30229622797,5094,3091.16947424632
"58",3458,"Oldenburg",2013,"3458y2013",432,332,36,141,177,3,26,722,89,1567,65,226,582,12.3,4.3,3247,329,5.3,1063.12,125778,62342,63436,118,17.9,7.2,22.3,32.5,20.1,12029,11339,67742,125015,14917,42355,99258,75.5,30643,22397,6806,4447,3869,6243,20.8,26,462.720030529981,49.5651067754297,5.72437151171111,99393.3756300784,18578.7657618979,2.3851547965463,144,114.487430234222,3063,2435.24304727377,3816,3033.91690120689
"59",3459,"Osnabrück",2013,"3459y2013",902,1218,85,291,455,7,118,1736,264,3972,195,513,1622,20.8,4.1,7776,722,4.5,2121.59,350302,172950,177352,165,18.6,8.1,23.2,30.7,19.4,22764,22094,129318,350147,145557,75272,271557,74.3,96753,59068,15475,8619,7924,12373,21.4,75,463.029043511028,49.3716850032258,2.31229053787874,99955.7524650159,12805.522092366,1.99827577347546,298,85.0694543565266,8101,2312.57600584638,9756,2785.02549228951
"60",3460,"Vechta",2013,"3460y2013",494,552,27,224,312,5,69,789,53,2228,99,236,615,28.4,4.5,3076,393,4.3,812.59,134188,67362,66826,165,20.6,9.6,26,28.6,15.3,13359,12979,24820,132293,85967,21507,99074,73,45591,13572,3406,3557,1859,3846,40.7,54,458.312218678272,50.199719796107,7.15414195009986,98587.8021879751,19627.6865293469,3.72611559901034,229,170.656094434674,4053,3020.38930455778,5088,3791.69523355293
"61",3461,"Wesermarsch",2013,"3461y2013",342,143,11,132,177,3,31,613,51,1146,64,176,362,25.7,4.1,3490,418,8.5,821.9,88831,44181,44650,108,17,7.9,21.1,31.7,22.2,4959,4782,50287,90033,7033,32715,70637,69,17671,18448,3610,2241,2398,3460,23.5,21,407.515394400603,49.7360155801466,8.89329175625626,101353.131226711,10965.7664554041,3.37719940110997,135,151.973973049949,2235,2516.01355382693,2889,3252.2430232689
"62",3462,"Wittmund",2013,"3462y2013",246,80,13,79,97,1,8,326,16,611,4,36,534,27.1,4.7,1934,209,7.7,656.66,56400,27490,28910,86,17.4,7.5,21.6,31,22.4,4011,3706,40029,56839,3731,13079,45635,69.1,13129,11181,2103,1402,1116,2268,23,13,946.808510638298,48.7411347517731,13.2978723404255,100778.368794326,13682.6241134752,1.77304964539007,80,141.843971631206,1094,1939.71631205674,1517,2689.71631205674
"63",4011,"Bremen",2013,"4011y2013",3979,6016,256,1529,2639,14,1018,5019,788,17952,965,2577,2148,37.5,6.1,28878,2603,11.5,325.42,548547,267621,280926,1686,14.9,8.8,27.2,28,21.1,29266,25832,212283,542707,59329,271095,400633,69.9,80535,96795,35565,9701,28444,25990,54,294,391.579937544094,48.7872506822569,1.6042381053948,98935.3692573289,10044.3535376185,2.55219698585536,1543,281.288567798201,34591,6305.93185269448,42752,7793.68039566345
"64",4012,"Bremerhaven",2013,"4012y2013",981,597,52,334,588,7,223,1619,295,3357,358,862,471,38.8,6.2,8319,834,16.3,93.82,108844,53611,55233,1160,16.2,8.3,24.2,29,22.2,7195,6087,49194,108156,11670,47292,83190,63.8,15924,20409,4449,1503,4840,5257,20.3,22,432.729410900004,49.2548969166881,7.62559259123149,99367.9026864136,12202.785638161,6.43122266730366,341,313.292418507221,7363,6764.72749990813,9273,8519.5325419867
"65",5111,"Düsseldorf",2013,"5111y2013",3894,7527,404,1463,2609,12,1023,4561,435,25425,1463,2680,2864,51.4,5,27715,1596,9.8,217.41,598686,288114,310572,2754,15.2,7.2,30.3,27.5,19.8,43090,38659,120300,586291,192790,273201,415139,73.3,117028,85006,28844,22964,21210,26665,40.5,239,478.380987696388,48.1243924193985,1.20263376795181,97929.6325619774,13654.7372078185,2.00438961325302,1475,246.372889962351,43518,7268.91893246209,51496,8601.50396033981
"66",5112,"Duisburg",2013,"5112y2013",2835,3542,191,1160,1879,22,638,4516,417,12210,830,1670,1727,44.5,5.7,31555,2986,14.3,232.8,486855,237743,249112,2091,16.5,8.4,25.2,29,20.9,24983,22902,126913,488468,151421,210134,337326,67.4,63774,91892,13717,6935,18635,29494,11.9,58,354.725739696624,48.8324038984913,1.72535970668885,100331.310143677,9835.57732795185,4.51879923180413,1182,242.782758726931,24014,4932.47476147929,29910,6143.5129556028
"67",5113,"Essen",2013,"5113y2013",2595,4266,290,1136,1924,11,699,4634,861,13912,1228,2381,2229,51.1,5.8,35896,3445,13.6,210.34,569884,273982,295902,2709,15.2,8.2,25.7,29.2,21.8,26539,21074,154639,566201,217244,194318,428928,71.3,99736,112984,24877,13818,21475,29891,36.8,208,391.132230418822,48.0768015947105,1.43888931782608,99353.7281271276,8354.85818166504,1.93021737757158,1147,201.2690301886,28271,4960.834134666,33937,5955.07155842242
"68",5114,"Krefeld",2013,"5114y2013",1562,1533,131,460,733,2,239,2152,287,5745,416,846,973,44.1,5.6,12800,1029,12.5,137.78,222058,107084,114974,1612,16.3,7.6,23.8,30.4,21.8,11839,10874,45007,222247,95720,81520,166103,68.9,43973,35137,9008,7334,7442,10112,27.5,61,438.17381044592,48.2234371200317,3.4225292491151,100085.112898432,10228.4087940988,0.900665591872394,462,208.053751722523,11349,5110.8269010799,14106,6352.39441947599
"69",5116,"Mönchengladbach",2013,"5116y2013",1269,1610,108,575,853,8,234,2317,546,5476,365,786,916,45.5,7.1,15053,1650,12.7,170.45,255430,124452,130978,1499,16,8.4,24.3,30.5,20.8,12435,11071,46683,255188,132399,76106,192676,66.2,55030,35447,7792,7414,8080,12179,11,28,358.610969737306,48.7225462944838,3.28857221156481,99905.2578005716,9202.52123869553,3.13197353482363,583,228.242571350272,11442,4479.5051481815,14147,5538.50369964374
"70",5117,"Mülheim an der Ruhr",2013,"5117y2013",599,1028,68,242,389,4,126,1435,330,3241,291,619,966,54.8,3.4,6336,275,8.3,91.28,166640,79425,87215,1826,15.2,7,23,30.8,24,7320,6346,52198,166865,51264,63403,126201,75.1,32361,34601,7126,4778,6064,8819,17.4,29,579.692750840134,47.6626260201632,4.20067210753721,100135.021603457,8200.91214594335,2.40038406144983,246,147.623619779165,7138,4283.48535765722,8372,5024.0038406145
"71",5119,"Oberhausen",2013,"5119y2013",1181,1461,68,370,581,4,187,1671,83,4424,506,982,935,44.6,4.7,13194,1377,13.6,77.1,209097,101827,107270,2712,15.4,7.8,24.2,31.3,21.3,8788,8520,56876,210216,84709,68630,155788,69.4,31506,44438,6874,3288,8656,11777,8.6,18,447.160887052421,48.6984509581677,3.73032611658704,100535.158323649,8277.49800331903,1.91298775209592,374,178.864354820968,9382,4486.91277254097,11518,5508.44823216019
"72",5120,"Remscheid",2013,"5120y2013",661,364,27,173,249,1,66,934,61,1583,115,242,419,44.2,2.8,5420,563,10.3,74.52,108955,53172,55783,1462,16,7.7,23,31,22.2,3967,3967,39327,110708,25082,46299,79140,69,21599,16414,3678,3071,3891,5305,15.4,17,384.562434032399,48.801798907806,7.06713780918728,101608.921114221,7281.90537377817,0.917810105089257,174,159.698958285531,3392,3113.21187646276,4476,4108.11803037951
"73",5122,"Solingen",2013,"5122y2013",725,743,47,248,368,3,108,1542,288,3151,185,429,703,48.5,4.4,7398,791,9.9,89.54,155768,74822,80946,1740,16.9,7.8,23.4,30.4,21.5,6570,5475,50098,155265,40361,64806,113680,70.9,30582,24056,6614,4950,5335,8168,25.1,39,451.312207898927,48.0342560731344,5.00744697242052,99677.083868317,7732.65369010323,1.92594114323866,251,161.137075650968,6493,4168.37861434955,7837,5031.20024652047
"74",5124,"Wuppertal",2013,"5124y2013",2470,2105,115,650,1152,6,451,3450,487,7724,414,842,1614,46.7,4.9,21122,2188,13.1,168.39,343488,166113,177375,2040,16.1,8.3,24.8,29.3,21.4,16403,14584,113827,342661,77025,151809,246429,69.6,57318,54291,16702,9827,14013,17145,25.4,87,469.885410844047,48.3606414197876,2.41638718092044,99759.2346748649,9021.27585243153,1.74678591391839,656,190.981926588411,15588,4538.14980435998,19866,5783.60816098379
"75",5154,"Kleve",2013,"5154y2013",1097,1285,131,345,515,6,148,2187,128,5829,259,573,1441,39.7,5.5,10171,1169,7.2,1232.99,302698,149466,153232,245,17.3,8.1,23.3,31.8,19.5,19326,17734,51586,300989,189311,60093,225823,71.7,77833,43253,9856,9094,7322,12802,25.2,76,476.052038665601,49.3779278356646,2.6759344296956,99435.4108715618,12243.2259215456,1.98217365162637,351,115.957158620143,10540,3482.018381357,12503,4130.51952771409
"76",5158,"Mettmann",2013,"5158y2013",2037,2409,227,687,945,10,219,3578,343,8376,675,1586,1990,43.4,4.4,18023,1486,7.9,407.22,476633,229018,247615,1170,16.2,6.8,22,31.5,23.5,23969,22676,141761,477778,158594,177422,371057,74.8,115950,80753,20107,17081,14454,26192,17.6,84,417.512006092738,48.0491279454003,1.42667419167368,100240.226757274,9786.35553979687,2.09805028187306,697,146.234104646552,17413,3653.33495582555,21092,4425.20765452665
"77",5162,"Rhein-Kreis Neuss",2013,"5162y2013",1657,2318,232,478,748,2,224,3065,327,8756,697,1544,2077,50.5,3.4,14622,1239,7.1,576.52,440602,213436,227166,764,17,7,23.5,31.3,21.2,24216,21847,88525,437393,211829,137039,333345,74.7,115691,64594,15362,17367,11574,21837,16,70,471.400492961902,48.441904485227,1.58873541200448,99271.6782946968,10454.5598975947,0.453924403429853,480,108.941856823165,17163,3895.35226803328,20048,4550.13821998084
"78",5166,"Viersen",2013,"5166y2013",943,1006,112,287,425,6,114,1842,225,4570,381,782,1329,49.1,4.3,11316,1198,8,563.28,294921,143168,151753,524,16.6,7.6,22.2,32.7,20.8,15685,14973,56412,296175,164367,75397,227631,73.6,76747,44103,11106,10493,8897,14451,12.2,36,450.629151535496,48.5445254830955,2.57696128793813,100425.19861251,10395.3262060009,2.03444312205642,293,99.3486391270883,9032,3062.51504640226,10693,3625.71671735821
"79",5170,"Wesel",2013,"5170y2013",2085,2298,155,672,980,2,286,3725,390,9309,656,1424,2201,45.7,4.3,17582,1814,8.2,1042.8,457033,221795,235238,438,15.8,7.5,22.2,32.8,21.7,22228,21482,151659,460419,174744,134017,360651,74,96770,97730,17291,11593,17071,23736,14.1,65,481.584480770535,48.5293184518405,1.64101935746434,100740.86553925,9563.86081530218,0.437605161990491,674,147.472939590795,18243,3991.61548509626,21982,4809.71833543748
"80",5314,"Bonn",2013,"5314y2013",1749,2455,119,679,1185,0,457,3064,374,10474,774,1747,1449,56.8,2.8,11368,898,7.8,141.06,311287,147304,163983,2207,16.8,9.4,29,26.6,18.2,25266,24118,67285,305765,119177,119303,226487,77.3,62844,44909,23686,14418,10988,16394,64.4,198,465.486833693665,47.3209610423821,3.01972135039369,98226.0743301198,15864.4594859406,0,679,218.126680523119,19464,6252.75067702795,23077,7413.4159152165
"81",5315,"Köln",2013,"5315y2013",8615,11965,647,3488,5574,35,1851,11313,1934,44598,2412,5055,5190,47.8,4.3,52124,3718,10.6,405.01,1034175,501577,532598,2553,15.7,8.5,31.5,26.7,17.6,62317,53838,167382,1005775,385783,452610,722435,72.5,171386,154707,73400,31284,42054,46567,35.9,364,501.8493001668,48.5002054777963,0.821911185244277,97253.8496869485,11231.6580849469,3.38434017453526,3523,340.658012425363,79775,7713.87821210143,97487,9426.54773128339
"82",5316,"Leverkusen",2013,"5316y2013",967,930,81,371,552,4,161,1399,34,3830,252,548,611,50.7,5.7,6860,779,9.3,78.87,160819,77865,82954,2039,16.7,7.4,24.3,29.7,21.9,7743,6533,35842,158984,62094,61048,117980,72,33172,26993,6486,4373,4919,8066,12.5,20,379.930232124314,48.4177864555805,4.60144634651378,98858.9656694794,8877.06054632848,2.48726829541286,375,233.181402694955,7235,4498.846529328,9129,5676.56806720599
"83",5334,"Aachen",2013,"5334y2013",2987,3687,563,1321,2058,20,649,4717,672,13403,999,2195,2580,51.7,3.7,25069,2338,9.8,706.95,545067,272493,272574,771,15.8,10.5,25.7,28.3,19.7,36088,32856,77428,539516,301544,160543,408308,73.2,115056,89329,27705,16349,20750,26313,15.9,86,473.336305445019,49.9925697207866,1.92636868495066,98981.5930885561,12648.7202490703,3.6692736856203,1341,246.024800620841,26885,4932.42115189509,33271,6104.02023971365
"84",5358,"Düren",2013,"5358y2013",1297,1428,116,443,665,7,189,1964,111,4781,387,874,1177,44.7,3.8,10793,1292,8.8,941.37,258385,127307,131078,274,17,8.1,22.9,31.7,20.2,15628,14920,34753,258760,157202,66806,199550,72.9,63532,42549,8729,7102,8120,13439,12.8,33,455.521798866033,49.2702749772626,3.13485689958782,100145.13226387,11822.6677245196,2.70913559223639,450,174.158716643768,9850,3812.14079764692,12262,4745.63151885752
"85",5362,"Rhein-Erft-Kreis",2013,"5362y2013",2166,2597,230,643,1052,13,340,4232,274,9595,914,1840,2112,47.4,3.4,18403,1851,8.6,704.62,456602,222057,234545,648,17.1,7.6,23.6,31.3,20.4,30807,28374,76985,451514,229753,144777,344341,73.9,105259,76374,17746,14319,12809,22547,9.1,41,462.547251216596,48.6325070849449,1.66446927521123,98885.6816220691,12961.1784442468,2.84711849707185,656,143.669979544549,20022,4385.00050372096,23896,5233.44181584838
"86",5366,"Euskirchen",2013,"5366y2013",649,894,57,254,345,2,81,1214,117,2820,244,525,868,46,3.2,6192,744,6.8,1248.73,187437,92289,95148,150,17.1,7.6,22.2,32.8,20.3,11035,10493,27379,187940,120194,40366,148648,71.7,49317,25697,7062,7527,5532,10017,14.9,28,463.088931214221,49.2373437474992,4.05469571109226,100268.356834563,11485.4591142624,1.06702518712954,256,136.579223952581,5952,3175.46695689752,7202,3842.35769885348
"87",5370,"Heinsberg",2013,"5370y2013",1095,1428,175,344,503,5,125,1991,201,4352,371,816,1238,45.3,4.3,9443,1194,8.1,627.99,248233,122114,126119,395,17.4,8,22.9,32,19.6,15047,13944,42232,248161,152525,53404,188266,71.5,65417,34895,7336,6543,6915,11533,8.5,21,498.724988216716,49.1932982319031,3.22277859913871,99970.9949926078,11678.9467959538,2.0142366244617,349,140.593716387426,9459,3810.53284615664,11406,4594.87658772202
"88",5374,"Oberbergischer Kreis",2013,"5374y2013",964,749,109,328,464,6,101,1538,98,2677,254,597,1310,44,3.7,8750,1005,6.7,918.85,270290,132055,138235,294,17.9,8,22.6,31,20.5,14577,14592,103240,273011,83581,86190,209414,72.1,67437,40185,10347,8446,8055,14476,17.6,48,484.664619482778,48.8567834548078,2.95978393577269,101006.696511155,10791.7422028192,2.21983795182952,334,123.57097931851,6123,2265.34462984202,7885,2917.23704169596
"89",5378,"Rheinisch-Bergischer Kreis",2013,"5378y2013",904,1100,57,248,360,1,90,1676,236,3510,391,857,1369,51.5,2.7,9205,803,7.2,437.32,278440,134690,143750,637,17.1,7.1,21.4,31.9,22.5,15363,14263,73661,278183,110656,93865,216414,78.2,73278,43721,15113,11676,8473,15459,16.9,47,491.667863812671,48.3730785806637,2.54992098836374,99907.7000430973,10639.9942536992,0.359143801177992,249,89.4268064933199,7917,2843.34147392616,9430,3386.72604510846
"90",5382,"Rhein-Sieg-Kreis",2013,"5382y2013",1752,2731,151,662,1036,10,313,3860,487,9273,900,2079,2790,50,4.5,17986,2083,6.6,1153.2,582280,283675,298605,505,17.8,7.7,22.9,31.4,20.3,37775,35162,132997,578252,267043,178212,448168,75.3,148047,85636,28122,24264,16929,30659,17.4,101,479.150923954111,48.7179707357285,1.32238785464038,99308.2365872089,12526.104279728,1.71738682420828,672,115.408394586797,19794,3399.39547983788,23254,3993.61132101395
"91",5512,"Bottrop",2013,"5512y2013",471,821,39,190,273,4,71,753,42,2254,177,374,520,47.9,4.5,5277,646,9.9,100.61,116055,56061,59994,1154,15.7,7.6,23.7,31.8,21.2,3861,3680,25683,117311,58666,32962,89657,71.7,21102,26710,3500,2025,4074,6177,6.8,8,448.063418206885,48.3055447848003,6.54861918917755,101082.245487054,6497.78122441946,3.4466416785145,194,167.162121407953,4531,3904.1833613373,5469,4712.42083494895
"92",5513,"Gelsenkirchen",2013,"5513y2013",1737,2120,139,613,1025,8,376,2141,194,6432,587,1153,1180,36.9,8.5,17946,1810,16,104.94,257850,126979,130871,2457,16.4,8.4,25,29.6,20.7,12371,10951,77787,258766,87144,93835,181476,65.3,32380,51514,6413,3468,8880,14293,8.1,21,457.630405274384,49.2452976536746,3.25770796974985,100355.245297654,9044.79348458406,3.10257901880939,621,240.837696335079,13142,5096.76168314912,16525,6408.76478572814
"93",5515,"Münster",2013,"5515y2013",1587,1115,119,559,833,1,243,3280,675,10629,392,931,1495,59.1,3.7,9257,850,6.5,303.28,299708,143029,156679,988,14.8,12.3,30.6,25.6,16.7,21450,18772,62207,289576,148408,78961,227762,79.1,67626,48579,27118,12119,11254,12106,59.6,175,498.818850347672,47.7227835092824,4.10399455469991,96619.3761928277,13420.3958519626,0.333658093878041,560,186.848532571703,17384,5800.31230397587,20364,6794.61342373243
"94",5554,"Borken",2013,"5554y2013",1453,1344,116,395,563,3,142,2221,116,8339,237,673,1975,38.7,4,8725,990,4.8,1420.98,364271,181075,183196,256,19.3,8.8,24,30.2,17.7,23890,23195,47419,363755,256470,59865,275979,74.9,109507,52647,11980,10762,7711,12594,15.9,58,542.178762514721,49.7088705935965,2.41578385323015,99858.3472195151,12925.8162192434,0.823562677237551,398,109.259315180182,13188,3620.38152913627,15602,4283.07496342009
"95",5558,"Coesfeld",2013,"5558y2013",786,818,87,204,295,1,74,1563,155,4552,245,535,1466,44.3,2.7,3945,493,3.7,1112.04,215282,105691,109591,194,18.3,8,22.5,32.4,18.9,10540,10104,36076,215269,144496,34697,170708,78.3,66480,34086,10576,7402,5522,8496,27,58,680.967289415743,49.0942113135329,3.71605614960842,99993.9614087569,9589.28289406453,0.464507018701053,205,95.2239388337158,8029,3729.52685315075,9315,4326.88287920031
"96",5562,"Recklinghausen",2013,"5562y2013",2858,3691,222,966,1505,11,452,5405,586,13800,912,2131,2498,42.6,5.1,35158,3430,12.2,760.45,613878,298151,315727,807,15.9,7.5,23,31.8,21.7,26800,25748,176423,619382,261190,181769,480075,71.6,117899,134538,20074,11983,21824,33233,12.8,79,406.921244937919,48.568445195951,1.22174112771593,100896.595088926,8560.0070372289,1.7918869873167,977,159.152144237129,27199,4430.68492436608,32539,5300.56460729982
"97",5566,"Steinfurt",2013,"5566y2013",1572,1329,94,429,598,1,141,2911,311,7895,288,678,1928,41.7,3.5,11609,1512,5.4,1795.76,434481,214563,219918,242,18.7,8.4,23.2,30.8,18.9,20757,20108,105370,433659,249406,78884,337572,75.3,114287,79130,18582,12335,11566,16051,12.4,54,443.747827868192,49.3837475056447,1.93334115876183,99810.8087580354,9405.47457771456,0.230159661757361,430,98.9686545556653,13647,3140.98890400271,16247,3739.40402457185
"98",5570,"Warendorf",2013,"5570y2013",939,662,50,229,335,2,78,1814,196,4082,188,472,1124,43.3,2.9,8821,960,6.6,1319.41,272623,133849,138774,207,18.3,7.8,23,30.9,20,13020,12582,51582,273477,161524,60371,210355,75.2,73764,45609,11305,8486,6858,10511,18.7,51,412.290965912634,49.0967379861567,2.86109389156454,100313.253100435,9390.99048869685,0.733613818349882,231,84.7323960194114,7542,2766.45770899741,9047,3318.50210730569
"99",5711,"Bielefeld",2013,"5711y2013",1648,1313,92,474,724,3,200,2304,656,5561,325,718,1305,47.5,4.3,15533,1704,10.4,258.82,328864,158461,170403,1271,16.8,9.2,27.1,26.9,20,16193,15130,134832,326870,53197,138841,238358,72.5,60120,55842,19883,6765,14496,13774,39.1,128,396.820570205313,48.1843558431449,2.79750900068113,99393.6703318089,9524.60591612338,0.912231195874282,477,145.044760144011,11169,3396.23674223995,14018,4262.55230125523
"100",5754,"Gütersloh",2013,"5754y2013",1068,887,86,364,533,8,139,1745,155,5142,241,556,1590,44,3.4,10273,1162,5.9,969.21,352334,174654,177680,364,18.5,8.2,24.5,30.1,18.8,21315,20258,109874,350420,136093,104452,262477,72.6,87417,53770,14915,9253,9347,13854,22.2,78,451.276345740122,49.5705779175441,2.32733712897421,99456.7654555053,11799.3154222982,2.27057280875533,372,105.581635607123,8951,2540.48715139612,10924,3100.4671703554
"101",5758,"Herford",2013,"5758y2013",823,930,86,241,382,5,115,1311,171,3250,170,405,1104,48.6,3.9,8315,935,7,450.41,248988,121285,127703,553,17.1,7.7,23.1,30.5,21.6,13533,12859,144554,250704,27525,78625,193511,71.1,52974,48056,10359,5609,7999,11039,17.2,43,443.394862403007,48.7111828682507,3.09251851494851,100689.189840474,10599.7076164313,2.00812890581072,246,98.7999421658875,6438,2585.66677912189,7889,3168.42578758816
"102",5762,"Höxter",2013,"5762y2013",561,233,39,185,218,2,24,969,112,1508,18,75,616,48.2,3.9,3944,470,5.9,1201.42,142788,70709,72079,119,17.5,8,22.1,31.2,21.1,7643,7890,28376,145678,91381,25922,114147,73.7,42941,21246,4537,4193,3716,6417,15.9,23,431.4088018601,49.5202678096199,5.60271171246884,102023.979606129,10878.3651287223,1.40067792811721,187,130.963386278959,2978,2085.60943496652,3944,2762.13687424714
"103",5766,"Lippe",2013,"5766y2013",828,919,77,408,574,10,124,1549,183,3497,169,466,1585,41.3,3.9,13725,1555,8.5,1246.21,345374,167812,177562,277,17.9,8,22.2,30.2,21.8,17913,18026,177768,348681,43695,127218,271671,72.7,76355,68044,14852,8928,10547,16416,22.7,79,458.922790945468,48.5884866840005,2.31632954420425,100957.512725335,10405.8209361446,2.89541193025532,418,121.028218684672,6984,2022.15569209031,8804,2549.12066339678
"104",5770,"Minden-Lübbecke",2013,"5770y2013",810,1099,87,302,470,7,138,1548,294,4143,196,525,1266,46.4,3.8,9385,1079,6.4,1152.41,309356,151399,157957,268,17.7,7.9,22.6,30.6,21.2,15668,15206,187550,312169,25986,98633,243969,70.4,69915,58034,12465,7829,8524,13183,16.1,50,409.237254166721,48.9400561165777,2.55369218634841,100909.308369645,9980.08766598999,2.26276522840999,309,99.8849222255266,8030,2595.71496916174,9619,3109.36267601081
"105",5774,"Paderborn",2013,"5774y2013",1086,956,63,412,566,3,120,1755,211,4488,145,365,1459,40.3,2.9,10087,1125,6.9,1246.8,296688,147341,149347,238,18.3,9.4,26.3,29.1,17,15715,15297,52078,294602,174048,68476,227078,71,81916,36911,11506,8047,8423,12600,17.6,52,491.762390120261,49.6619344226932,3.1683114922073,99296.9044922612,10452.7314889716,1.01116324219382,415,139.877581836812,8103,2731.15191716551,10170,3427.84339103705
"106",5911,"Bochum",2013,"5911y2013",2466,2924,152,872,1337,9,417,3810,489,9116,750,1549,1387,46.2,4,19112,1696,11.4,145.66,361734,174396,187338,2483,14.2,8.6,26.1,29.3,21.8,17764,16821,118286,362286,118791,125209,279860,72.3,59659,79434,18334,7227,15896,19358,14.1,51,383.430918851974,48.2111164557382,2.37743756461931,100152.598318101,9560.89281073938,2.48801605599695,881,243.549127259257,19207,5309.70270972593,23891,6604.57684375812
"107",5913,"Dortmund",2013,"5913y2013",3975,6593,336,1935,3257,19,1221,6362,1291,20325,1293,2464,2183,43.8,6.3,38511,3659,14.6,280.71,575944,281116,294828,2052,15.6,8.7,26.7,28.6,20.4,30562,25469,184189,571143,162520,224434,420647,68.1,82316,111863,27155,11246,22221,28686,12.3,70,379.029905685275,48.8096064895198,1.51056352700957,99166.412012279,9728.54999791646,3.29893184059561,1954,339.269095606517,39885,6925.15244537663,49071,8520.09917630881
"108",5914,"Hagen",2013,"5914y2013",1010,979,55,320,553,2,212,1817,240,3783,318,630,743,45.3,3.7,10154,1104,11.8,160.35,185996,89907,96089,1160,16,7.9,23.4,30.1,22.6,7905,7318,64190,187944,54719,69035,136908,67.1,31370,33795,5948,3874,6410,9306,13.3,25,399.470956364653,48.3381363040065,4.24740316996064,101047.334351276,8184.5846147229,1.07529194176219,322,173.122002623712,8034,4319.44773005871,9919,5332.91038516957
"109",5915,"Hamm",2013,"5915y2013",793,1092,47,297,455,4,120,1724,245,4019,168,348,786,35.8,5.5,9416,891,11.5,226.43,176048,85813,90235,777,17.5,8.4,24.6,29.2,20.4,6647,6595,56786,176037,65872,53379,128218,69.7,33474,33562,5226,3424,5509,7192,6.8,12,446.469144778697,48.7440925202218,4.77142597473416,99993.7517040807,7521.81223302736,2.27210760701627,301,170.976097427974,7763,4409.59283831682,9312,5289.46650913387
"110",5916,"Herne",2013,"5916y2013",1015,1093,80,246,409,3,146,1592,169,3963,292,619,650,43.3,5.9,10510,975,15.2,51.42,154417,74675,79742,3003,15.8,8,24.3,29.9,22,7011,6228,49697,155160,49373,56090,115053,68.3,21938,34208,4608,2163,6288,8202,4.5,7,420.938109146014,48.359312769967,5.18077672795094,100481.164638608,8573.53788766781,1.9427912729816,249,161.251675657473,7954,5150.98726176522,9627,6234.41719499796
"111",5954,"Ennepe-Ruhr-Kreis",2013,"5954y2013",1328,1332,91,395,589,4,173,2922,429,5141,554,1079,1816,47.8,4.3,12779,976,8.3,408.44,322731,155738,166993,790,15.1,7.4,22.3,32.2,23,15200,14806,135387,326049,76898,113765,257169,73.9,63986,70531,15929,8707,11908,16831,19.1,62,562.697726589637,48.2562877442824,2.29293126473751,101028.100802216,9297.52642293427,1.23942230526352,399,123.632374950036,11721,3631.81720999842,14037,4349.442724746
"112",5958,"Hochsauerlandkreis",2013,"5958y2013",949,846,43,232,358,9,89,1824,194,3240,92,311,1159,42.5,3.8,7497,753,5.8,1960.17,261999,129615,132384,134,17.1,7.9,22.6,31.2,21.2,10939,11543,40782,266509,181319,44410,205948,73.7,74530,42054,7161,7625,7055,11621,11.3,30,442.368100641606,49.4715628685606,3.01527868426979,101721.380615957,8580.94878224726,3.4351276149909,241,91.985083912534,6639,2533.97913732495,8187,3124.82108710339
"113",5962,"Märkischer Kreis",2013,"5962y2013",2117,1984,105,583,875,14,234,3888,275,6558,449,974,1901,41.4,6.3,15864,1604,7.9,1061.06,416240,203569,212671,392,16.9,7.9,22.9,31.2,21.1,28505,30577,154743,423819,131179,137896,313028,70,89552,69679,12493,10400,12629,21764,13,55,456.7076686527,48.9066403997694,1.897943494138,101820.824524313,14194.2148760331,3.36344416682683,597,143.426869113973,14467,3475.6390543917,18056,4337.88199115895
